dex,speciesName,speciesId,baseStats,types,fastMoves,chargedMoves,tags,defaultIVs,level25CP,buddyDistance,thirdMoveCost,released,family,eliteMoves,searchPriority,nicknames,legacyMoves,levelFloor,aliasId
170,Chinchou,chinchou,"{'atk': 106, 'def': 97, 'hp': 181}","['water', 'electric']","['BUBBLE', 'SPARK']","['BUBBLE_BEAM', 'THUNDERBOLT', 'WATER_PULSE']",,"{'cp500': [18, 4, 9, 8], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_CHINCHOU', 'evolutions': ['lanturn']}",,3.0,,,,
171,Lanturn,lanturn,"{'atk': 146, 'def': 137, 'hp': 268}","['water', 'electric']","['CHARGE_BEAM', 'WATER_GUN', 'SPARK']","['HYDRO_PUMP', 'THUNDER', 'THUNDERBOLT', 'SURF']",,"{'cp500': [9, 7, 11, 15], 'cp1500': [27, 5, 14, 12], 'cp2500': [50, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_CHINCHOU', 'parent': 'chinchou'}",,8.0,,,,
171,Lanturn,lanturnw,"{'atk': 146, 'def': 137, 'hp': 268}","['water', 'electric']","['CHARGE_BEAM', 'WATER_GUN', 'SPARK']","['HYDRO_PUMP', 'THUNDER', 'THUNDERBOLT', 'SURF']","['duplicate', 'duplicate1500']","{'cp500': [9, 7, 11, 15], 'cp1500': [27, 5, 14, 12], 'cp2500': [50, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_CHINCHOU', 'parent': 'chinchou'}",,,,,,lanturn
172,Pichu,pichu,"{'atk': 77, 'def': 53, 'hp': 85}","['electric', 'none']","['QUICK_ATTACK', 'THUNDER_SHOCK']","['DISARMING_VOICE', 'THUNDER_PUNCH', 'THUNDERBOLT']",,"{'cp500': [50, 8, 15, 14], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15], 'cp500l40': [40, 15, 15, 15]}",,1.0,10000.0,True,"{'id': 'FAMILY_PIKACHU', 'evolutions': ['pikachu']}",,,,['QUICK_ATTACK'],,
173,Cleffa,cleffa,"{'atk': 75, 'def': 79, 'hp': 137}","['fairy', 'none']","['POUND', 'ZEN_HEADBUTT']","['BODY_SLAM', 'GRASS_KNOT', 'PSYCHIC', 'PSYSHOCK', 'SIGNAL_BEAM', 'SWIFT']",,"{'cp500': [31.5, 4, 15, 5], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,1.0,10000.0,True,"{'id': 'FAMILY_CLEFAIRY', 'evolutions': ['clefairy']}","['PSYCHIC', 'BODY_SLAM']",,,,,
174,Igglybuff,igglybuff,"{'atk': 69, 'def': 32, 'hp': 207}","['normal', 'fairy']","['FEINT_ATTACK', 'POUND']","['BODY_SLAM', 'PSYCHIC', 'SHADOW_BALL', 'WILD_CHARGE', 'SWIFT']",,"{'cp500': [46, 5, 14, 13], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15], 'cp500l40': [39, 12, 14, 12]}",,1.0,10000.0,True,"{'id': 'FAMILY_JIGGLYPUFF', 'evolutions': ['jigglypuff']}",['BODY_SLAM'],,,,,
175,Togepi,togepi,"{'atk': 67, 'def': 116, 'hp': 111}","['fairy', 'none']","['HIDDEN_POWER_BUG', 'HIDDEN_POWER_DARK', 'HIDDEN_POWER_DRAGON', 'HIDDEN_POWER_ELECTRIC', 'HIDDEN_POWER_FIGHTING', 'HIDDEN_POWER_FIRE', 'HIDDEN_POWER_FLYING', 'HIDDEN_POWER_GHOST', 'HIDDEN_POWER_GRASS', 'HIDDEN_POWER_GROUND', 'HIDDEN_POWER_ICE', 'HIDDEN_POWER_POISON', 'HIDDEN_POWER_PSYCHIC', 'HIDDEN_POWER_ROCK', 'HIDDEN_POWER_STEEL', 'HIDDEN_POWER_WATER', 'PECK', 'ZEN_HEADBUTT']","['ANCIENT_POWER', 'DAZZLING_GLEAM', 'PSYSHOCK']",,"{'cp500': [31, 5, 14, 14], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,3.0,10000.0,True,"{'id': 'FAMILY_TOGEPI', 'evolutions': ['togetic']}",['ZEN_HEADBUTT'],,,,,
176,Togetic,togetic,"{'atk': 139, 'def': 181, 'hp': 146}","['fairy', 'flying']","['FAIRY_WIND', 'EXTRASENSORY', 'HIDDEN_POWER_BUG', 'HIDDEN_POWER_DARK', 'HIDDEN_POWER_DRAGON', 'HIDDEN_POWER_ELECTRIC', 'HIDDEN_POWER_FIGHTING', 'HIDDEN_POWER_FIRE', 'HIDDEN_POWER_FLYING', 'HIDDEN_POWER_GHOST', 'HIDDEN_POWER_GRASS', 'HIDDEN_POWER_GROUND', 'HIDDEN_POWER_ICE', 'HIDDEN_POWER_POISON', 'HIDDEN_POWER_PSYCHIC', 'HIDDEN_POWER_ROCK', 'HIDDEN_POWER_STEEL', 'HIDDEN_POWER_WATER', 'STEEL_WING', 'ZEN_HEADBUTT']","['AERIAL_ACE', 'ANCIENT_POWER', 'DAZZLING_GLEAM']",,"{'cp500': [11, 5, 14, 14], 'cp1500': [37, 4, 13, 12], 'cp2500': [50, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_TOGEPI', 'parent': 'togepi', 'evolutions': ['togekiss']}","['STEEL_WING', 'ZEN_HEADBUTT']",,,,,
177,Natu,natu,"{'atk': 134, 'def': 89, 'hp': 120}","['psychic', 'flying']","['PECK', 'QUICK_ATTACK']","['DRILL_PECK', 'NIGHT_SHADE', 'PSYSHOCK']",['shadoweligible'],"{'cp500': [17.5, 5, 15, 8], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",617.0,3.0,50000.0,True,"{'id': 'FAMILY_NATU', 'evolutions': ['xatu']}",,,,,,
177,Natu (Shadow),natu_shadow,"{'atk': 134, 'def': 89, 'hp': 120}","['psychic', 'flying']","['PECK', 'QUICK_ATTACK']","['DRILL_PECK', 'NIGHT_SHADE', 'PSYSHOCK']",['shadow'],"{'cp500': [17.5, 5, 15, 8], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_NATU', 'evolutions': ['xatu_shadow']}",,,,,,
178,Xatu,xatu,"{'atk': 192, 'def': 146, 'hp': 163}","['psychic', 'flying']","['AIR_SLASH', 'FEINT_ATTACK']","['AERIAL_ACE', 'FUTURE_SIGHT', 'OMINOUS_WIND']",['shadoweligible'],"{'cp500': [8.5, 9, 13, 10], 'cp1500': [25.5, 5, 13, 13], 'cp2500': [50, 15, 15, 15]}",1321.0,3.0,50000.0,True,"{'id': 'FAMILY_NATU', 'parent': 'natu'}",,,,,,
178,Xatu (Shadow),xatu_shadow,"{'atk': 192, 'def': 146, 'hp': 163}","['psychic', 'flying']","['AIR_SLASH', 'FEINT_ATTACK']","['AERIAL_ACE', 'FUTURE_SIGHT', 'OMINOUS_WIND']",['shadow'],"{'cp500': [8.5, 9, 13, 10], 'cp1500': [25.5, 5, 13, 13], 'cp2500': [50, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_NATU', 'parent': 'natu_shadow'}",,,,,,
179,Mareep,mareep,"{'atk': 114, 'def': 79, 'hp': 146}","['electric', 'none']","['TACKLE', 'THUNDER_SHOCK']","['BODY_SLAM', 'DISCHARGE', 'THUNDERBOLT', 'TRAILBLAZE']",['shadoweligible'],"{'cp500': [19.5, 5, 13, 12], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",546.0,5.0,75000.0,True,"{'id': 'FAMILY_MAREEP', 'evolutions': ['flaaffy']}",,,,,,
179,Mareep (Shadow),mareep_shadow,"{'atk': 114, 'def': 79, 'hp': 146}","['electric', 'none']","['TACKLE', 'THUNDER_SHOCK']","['BODY_SLAM', 'DISCHARGE', 'THUNDERBOLT', 'TRAILBLAZE']",['shadow'],"{'cp500': [19.5, 5, 13, 12], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,5.0,75000.0,True,"{'id': 'FAMILY_MAREEP', 'evolutions': ['flaaffy_shadow']}",,,,,,
180,Flaaffy,flaaffy,"{'atk': 145, 'def': 109, 'hp': 172}","['electric', 'none']","['CHARGE_BEAM', 'TACKLE']","['DISCHARGE', 'POWER_GEM', 'THUNDERBOLT', 'TRAILBLAZE']",['shadoweligible'],"{'cp500': [12.5, 4, 15, 8], 'cp1500': [45.5, 4, 13, 13], 'cp2500': [50, 15, 15, 15], 'cp1500l40': [40, 14, 14, 13]}",885.0,5.0,75000.0,True,"{'id': 'FAMILY_MAREEP', 'parent': 'mareep', 'evolutions': ['ampharos']}",,,,,,
180,Flaaffy (Shadow),flaaffy_shadow,"{'atk': 145, 'def': 109, 'hp': 172}","['electric', 'none']","['CHARGE_BEAM', 'TACKLE']","['DISCHARGE', 'POWER_GEM', 'THUNDERBOLT', 'TRAILBLAZE']",['shadow'],"{'cp500': [12.5, 4, 15, 8], 'cp1500': [45.5, 4, 13, 13], 'cp2500': [50, 15, 15, 15], 'cp1500l40': [40, 14, 14, 13]}",,5.0,75000.0,True,"{'id': 'FAMILY_MAREEP', 'parent': 'mareep_shadow', 'evolutions': ['ampharos_shadow']}",,,,,,
181,Ampharos,ampharos,"{'atk': 211, 'def': 169, 'hp': 207}","['electric', 'none']","['CHARGE_BEAM', 'VOLT_SWITCH']","['DRAGON_PULSE', 'FOCUS_BLAST', 'POWER_GEM', 'THUNDER', 'ZAP_CANNON', 'THUNDER_PUNCH', 'BRUTAL_SWING', 'TRAILBLAZE']",['shadoweligible'],"{'cp500': [6.5, 10, 15, 12], 'cp1500': [19.5, 5, 12, 13], 'cp2500': [35.5, 4, 15, 8]}",1760.0,5.0,75000.0,True,"{'id': 'FAMILY_MAREEP', 'parent': 'flaaffy'}",['DRAGON_PULSE'],3.0,,,,
181,Ampharos (Mega),ampharos_mega,"{'atk': 294, 'def': 203, 'hp': 207}","['electric', 'dragon']","['CHARGE_BEAM', 'VOLT_SWITCH']","['DRAGON_PULSE', 'FOCUS_BLAST', 'POWER_GEM', 'THUNDER', 'ZAP_CANNON', 'THUNDER_PUNCH', 'BRUTAL_SWING', 'TRAILBLAZE']","['shadoweligible', 'mega']","{'cp500': [4.5, 14, 15, 9], 'cp1500': [13, 4, 11, 13], 'cp2500': [21.5, 4, 11, 15]}",2688.0,5.0,75000.0,True,"{'id': 'FAMILY_MAREEP', 'parent': 'flaaffy'}",['DRAGON_PULSE'],,,,,
181,Ampharos (Shadow),ampharos_shadow,"{'atk': 211, 'def': 169, 'hp': 207}","['electric', 'none']","['CHARGE_BEAM', 'VOLT_SWITCH']","['DRAGON_PULSE', 'FOCUS_BLAST', 'POWER_GEM', 'THUNDER', 'ZAP_CANNON', 'THUNDER_PUNCH', 'BRUTAL_SWING', 'TRAILBLAZE']",['shadow'],"{'cp500': [6.5, 10, 15, 12], 'cp1500': [19.5, 5, 12, 13], 'cp2500': [35.5, 4, 15, 8]}",,5.0,75000.0,True,"{'id': 'FAMILY_MAREEP', 'parent': 'flaaffy_shadow'}",['DRAGON_PULSE'],3.0,,,,
182,Bellossom,bellossom,"{'atk': 169, 'def': 186, 'hp': 181}","['grass', 'none']","['ACID', 'RAZOR_LEAF', 'BULLET_SEED', 'MAGICAL_LEAF']","['DAZZLING_GLEAM', 'LEAF_BLADE', 'PETAL_BLIZZARD']",['shadoweligible'],"{'cp500': [8.5, 4, 9, 8], 'cp1500': [24.5, 6, 15, 10], 'cp2500': [50, 12, 12, 12], 'cp2500l40': [40, 15, 15, 15]}",1383.0,3.0,50000.0,True,"{'id': 'FAMILY_ODDISH', 'parent': 'gloom'}",,,,,,
182,Bellossom (Shadow),bellossom_shadow,"{'atk': 169, 'def': 186, 'hp': 181}","['grass', 'none']","['ACID', 'RAZOR_LEAF', 'BULLET_SEED', 'MAGICAL_LEAF']","['DAZZLING_GLEAM', 'LEAF_BLADE', 'PETAL_BLIZZARD']",['shadow'],"{'cp500': [8.5, 4, 9, 8], 'cp1500': [24.5, 6, 15, 10], 'cp2500': [50, 12, 12, 12], 'cp2500l40': [40, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_ODDISH', 'parent': 'gloom_shadow'}",,,,,,
183,Marill,marill,"{'atk': 37, 'def': 93, 'hp': 172}","['water', 'fairy']","['BUBBLE', 'TACKLE']","['AQUA_TAIL', 'BODY_SLAM', 'BUBBLE_BEAM']",,"{'cp500': [48.5, 14, 15, 13], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15], 'cp500l40': [40, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_MARILL', 'parent': 'azurill', 'evolutions': ['azumarill']}",,,,,,
184,Azumarill,azumarill,"{'atk': 112, 'def': 152, 'hp': 225}","['water', 'fairy']","['BUBBLE', 'ROCK_SMASH']","['HYDRO_PUMP', 'ICE_BEAM', 'PLAY_ROUGH']",,"{'cp500': [12, 5, 12, 15], 'cp1500': [43.5, 4, 14, 11], 'cp2500': [50, 15, 15, 15], 'cp1500l40': [38.5, 12, 12, 13]}",,3.0,50000.0,True,"{'id': 'FAMILY_MARILL', 'parent': 'marill'}",,48.0,,,,
185,Sudowoodo,sudowoodo,"{'atk': 167, 'def': 176, 'hp': 172}","['rock', 'none']","['COUNTER', 'ROCK_THROW']","['EARTHQUAKE', 'ROCK_SLIDE', 'STONE_EDGE', 'ROCK_TOMB', 'METEOR_BEAM', 'TRAILBLAZE']",['shadoweligible'],"{'cp500': [8.5, 9, 15, 14], 'cp1500': [26, 5, 15, 12], 'cp2500': [50, 15, 15, 15]}",1296.0,5.0,75000.0,True,"{'id': 'FAMILY_SUDOWOODO', 'parent': 'bonsly'}",,8.0,,,,
185,Sudowoodo (Shadow),sudowoodo_shadow,"{'atk': 167, 'def': 176, 'hp': 172}","['rock', 'none']","['COUNTER', 'ROCK_THROW']","['EARTHQUAKE', 'ROCK_SLIDE', 'STONE_EDGE', 'ROCK_TOMB', 'METEOR_BEAM', 'TRAILBLAZE']",['shadow'],"{'cp500': [8.5, 9, 15, 14], 'cp1500': [26, 5, 15, 12], 'cp2500': [50, 15, 15, 15]}",,5.0,75000.0,True,"{'id': 'FAMILY_SUDOWOODO', 'parent': 'bonsly'}",,8.0,,,,
186,Politoed,politoed,"{'atk': 174, 'def': 179, 'hp': 207}","['water', 'none']","['BUBBLE', 'MUD_SHOT']","['BLIZZARD', 'EARTHQUAKE', 'HYDRO_PUMP', 'SURF', 'WEATHER_BALL_WATER', 'ICE_BEAM', 'SCALD']",['shadoweligible'],"{'cp500': [8, 4, 4, 11], 'cp1500': [23, 5, 11, 12], 'cp2500': [45.5, 6, 15, 15], 'cp2500l40': [40, 15, 15, 15]}",1494.0,3.0,50000.0,True,"{'id': 'FAMILY_POLIWAG', 'parent': 'poliwhirl'}","['EARTHQUAKE', 'ICE_BEAM']",4.0,['toed'],,,
186,Politoed (Shadow),politoed_shadow,"{'atk': 174, 'def': 179, 'hp': 207}","['water', 'none']","['BUBBLE', 'MUD_SHOT']","['BLIZZARD', 'EARTHQUAKE', 'HYDRO_PUMP', 'SURF', 'WEATHER_BALL_WATER', 'ICE_BEAM', 'SCALD']",['shadow'],"{'cp500': [8, 4, 4, 11], 'cp1500': [23, 5, 11, 12], 'cp2500': [45.5, 6, 15, 15], 'cp2500l40': [40, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_POLIWAG', 'parent': 'poliwhirl_shadow'}","['EARTHQUAKE', 'ICE_BEAM']",4.0,['toed'],,,
187,Hoppip,hoppip,"{'atk': 67, 'def': 94, 'hp': 111}","['grass', 'flying']","['BULLET_SEED', 'TACKLE']","['DAZZLING_GLEAM', 'GRASS_KNOT', 'SEED_BOMB']",['shadoweligible'],"{'cp500': [38, 4, 13, 14], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",305.0,3.0,50000.0,True,"{'id': 'FAMILY_HOPPIP', 'evolutions': ['skiploom']}",,,,,,
187,Hoppip (Shadow),hoppip_shadow,"{'atk': 67, 'def': 94, 'hp': 111}","['grass', 'flying']","['BULLET_SEED', 'TACKLE']","['DAZZLING_GLEAM', 'GRASS_KNOT', 'SEED_BOMB']",['shadow'],"{'cp500': [38, 4, 13, 14], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_HOPPIP', 'evolutions': ['skiploom_shadow']}",,,,,,
188,Skiploom,skiploom,"{'atk': 91, 'def': 120, 'hp': 146}","['grass', 'flying']","['BULLET_SEED', 'TACKLE']","['DAZZLING_GLEAM', 'ENERGY_BALL', 'GRASS_KNOT']",['shadoweligible'],"{'cp500': [20, 4, 14, 14], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",537.0,3.0,50000.0,True,"{'id': 'FAMILY_HOPPIP', 'parent': 'hoppip', 'evolutions': ['jumpluff']}",,,,,,
188,Skiploom (Shadow),skiploom_shadow,"{'atk': 91, 'def': 120, 'hp': 146}","['grass', 'flying']","['BULLET_SEED', 'TACKLE']","['DAZZLING_GLEAM', 'ENERGY_BALL', 'GRASS_KNOT']",['shadow'],"{'cp500': [20, 4, 14, 14], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_HOPPIP', 'parent': 'hoppip_shadow', 'evolutions': ['jumpluff_shadow']}",,,,,,
189,Jumpluff,jumpluff,"{'atk': 118, 'def': 183, 'hp': 181}","['grass', 'flying']","['BULLET_SEED', 'INFESTATION', 'FAIRY_WIND']","['DAZZLING_GLEAM', 'ENERGY_BALL', 'AERIAL_ACE', 'SOLAR_BEAM', 'ACROBATICS']",['shadoweligible'],"{'cp500': [11.5, 5, 15, 14], 'cp1500': [41, 4, 10, 15], 'cp2500': [50, 15, 15, 15], 'cp1500l40': [40, 4, 13, 14]}",958.0,3.0,50000.0,True,"{'id': 'FAMILY_HOPPIP', 'parent': 'skiploom'}",['ACROBATICS'],5.0,,,,
189,Jumpluff (Shadow),jumpluff_shadow,"{'atk': 118, 'def': 183, 'hp': 181}","['grass', 'flying']","['BULLET_SEED', 'INFESTATION', 'FAIRY_WIND']","['DAZZLING_GLEAM', 'ENERGY_BALL', 'AERIAL_ACE', 'SOLAR_BEAM', 'ACROBATICS']",['shadow'],"{'cp500': [11.5, 5, 15, 14], 'cp1500': [41, 4, 10, 15], 'cp2500': [50, 15, 15, 15], 'cp1500l40': [40, 4, 13, 14]}",,3.0,50000.0,True,"{'id': 'FAMILY_HOPPIP', 'parent': 'skiploom_shadow'}",['ACROBATICS'],5.0,,,,
190,Aipom,aipom,"{'atk': 136, 'def': 112, 'hp': 146}","['normal', 'none']","['ASTONISH', 'SCRATCH']","['AERIAL_ACE', 'LOW_SWEEP', 'SWIFT']",['shadoweligible'],"{'cp500': [14, 5, 12, 15], 'cp1500': [49, 15, 14, 15], 'cp2500': [50, 15, 15, 15], 'cp1500l40': [40, 15, 15, 15]}",775.0,3.0,50000.0,True,"{'id': 'FAMILY_AIPOM', 'evolutions': ['ambipom']}",,,,,,
190,Aipom (Shadow),aipom_shadow,"{'atk': 136, 'def': 112, 'hp': 146}","['normal', 'none']","['ASTONISH', 'SCRATCH']","['AERIAL_ACE', 'LOW_SWEEP', 'SWIFT']",['shadow'],"{'cp500': [14, 5, 12, 15], 'cp1500': [49, 15, 14, 15], 'cp2500': [50, 15, 15, 15], 'cp1500l40': [40, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_AIPOM', 'evolutions': ['ambipom_shadow']}",,,,,,
191,Sunkern,sunkern,"{'atk': 55, 'def': 55, 'hp': 102}","['grass', 'none']","['CUT', 'RAZOR_LEAF']","['ENERGY_BALL', 'GRASS_KNOT', 'SEED_BOMB']",,"{'cp500': [50, 15, 15, 15], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_SUNKERN', 'evolutions': ['sunflora']}",,,,,,
192,Sunflora,sunflora,"{'atk': 185, 'def': 135, 'hp': 181}","['grass', 'none']","['BULLET_SEED', 'RAZOR_LEAF']","['PETAL_BLIZZARD', 'SLUDGE_BOMB', 'SOLAR_BEAM', 'LEAF_STORM']",,"{'cp500': [9, 4, 10, 9], 'cp1500': [26, 4, 15, 12], 'cp2500': [50, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_SUNKERN', 'parent': 'sunkern'}",,,,,,
193,Yanma,yanma,"{'atk': 154, 'def': 94, 'hp': 163}","['bug', 'flying']","['QUICK_ATTACK', 'WING_ATTACK']","['AERIAL_ACE', 'ANCIENT_POWER', 'SILVER_WIND']",,"{'cp500': [12.5, 7, 15, 13], 'cp1500': [48.5, 4, 11, 15], 'cp2500': [50, 15, 15, 15], 'cp1500l40': [40, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_YANMA', 'evolutions': ['yanmega']}",,,,,,
194,Wooper,wooper,"{'atk': 75, 'def': 66, 'hp': 146}","['water', 'ground']","['MUD_SHOT', 'WATER_GUN']","['BODY_SLAM', 'DIG', 'MUD_BOMB']",['shadoweligible'],"{'cp500': [34, 4, 14, 8], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",328.0,3.0,50000.0,True,"{'id': 'FAMILY_WOOPER', 'evolutions': ['quagsire']}",,,,,,
194,Wooper (Paldean),wooper_paldean,"{'atk': 75, 'def': 66, 'hp': 146}","['poison', 'ground']","['MUD_SHOT', 'POISON_JAB']","['BODY_SLAM', 'DIG', 'SLUDGE_WAVE']",['paldean'],"{'cp500': [34, 4, 14, 8], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",328.0,3.0,50000.0,True,"{'id': 'FAMILY_WOOPER_PALDEAN', 'evolutions': ['clodsire']}",,,,,,
194,Wooper (Shadow),wooper_shadow,"{'atk': 75, 'def': 66, 'hp': 146}","['water', 'ground']","['MUD_SHOT', 'WATER_GUN']","['BODY_SLAM', 'DIG', 'MUD_BOMB']",['shadow'],"{'cp500': [34, 4, 14, 8], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_WOOPER', 'evolutions': ['quagsire_shadow']}",,,,,,
195,Quagsire,quagsire,"{'atk': 152, 'def': 143, 'hp': 216}","['water', 'ground']","['MUD_SHOT', 'WATER_GUN']","['EARTHQUAKE', 'SLUDGE_BOMB', 'STONE_EDGE', 'ACID_SPRAY', 'MUD_BOMB', 'AQUA_TAIL']",['shadoweligible'],"{'cp500': [9.5, 4, 12, 14], 'cp1500': [28.5, 4, 14, 10], 'cp2500': [50, 15, 15, 15]}",1191.0,3.0,50000.0,True,"{'id': 'FAMILY_WOOPER', 'parent': 'wooper'}",['AQUA_TAIL'],,,,,
195,Quagsire (Shadow),quagsire_shadow,"{'atk': 152, 'def': 143, 'hp': 216}","['water', 'ground']","['MUD_SHOT', 'WATER_GUN']","['EARTHQUAKE', 'SLUDGE_BOMB', 'STONE_EDGE', 'ACID_SPRAY', 'MUD_BOMB', 'AQUA_TAIL']",['shadow'],"{'cp500': [9.5, 4, 12, 14], 'cp1500': [28.5, 4, 14, 10], 'cp2500': [50, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_WOOPER', 'parent': 'wooper_shadow'}",['AQUA_TAIL'],,,,,
196,Espeon,espeon,"{'atk': 261, 'def': 175, 'hp': 163}","['psychic', 'none']","['CONFUSION', 'ZEN_HEADBUTT']","['FUTURE_SIGHT', 'LAST_RESORT', 'PSYBEAM', 'PSYCHIC', 'SHADOW_BALL', 'PSYCHIC_FANGS']",,"{'cp500': [6, 4, 11, 15], 'cp1500': [17, 7, 14, 15], 'cp2500': [28.5, 7, 14, 15]}",,5.0,75000.0,True,"{'id': 'FAMILY_EEVEE', 'parent': 'eevee'}","['LAST_RESORT', 'SHADOW_BALL']",,,,,
197,Umbreon,umbreon,"{'atk': 126, 'def': 240, 'hp': 216}","['dark', 'none']","['FEINT_ATTACK', 'SNARL']","['DARK_PULSE', 'FOUL_PLAY', 'LAST_RESORT', 'PSYCHIC']",,"{'cp500': [9, 4, 12, 13], 'cp1500': [27, 4, 15, 8], 'cp2500': [50, 15, 15, 15]}",,5.0,75000.0,True,"{'id': 'FAMILY_EEVEE', 'parent': 'eevee'}","['LAST_RESORT', 'PSYCHIC']",13.0,,,,
198,Murkrow,murkrow,"{'atk': 175, 'def': 87, 'hp': 155}","['dark', 'flying']","['FEINT_ATTACK', 'PECK']","['DARK_PULSE', 'DRILL_PECK', 'FOUL_PLAY']",['shadoweligible'],"{'cp500': [11.5, 11, 14, 15], 'cp1500': [40.5, 6, 15, 15], 'cp2500': [50, 15, 15, 15], 'cp1500l40': [38.5, 13, 15, 12]}",906.0,3.0,50000.0,True,"{'id': 'FAMILY_MURKROW', 'evolutions': ['honchkrow']}",,,,,,
198,Murkrow (Shadow),murkrow_shadow,"{'atk': 175, 'def': 87, 'hp': 155}","['dark', 'flying']","['FEINT_ATTACK', 'PECK']","['DARK_PULSE', 'DRILL_PECK', 'FOUL_PLAY']",['shadow'],"{'cp500': [11.5, 11, 14, 15], 'cp1500': [40.5, 6, 15, 15], 'cp2500': [50, 15, 15, 15], 'cp1500l40': [38.5, 13, 15, 12]}",,3.0,50000.0,True,"{'id': 'FAMILY_MURKROW', 'evolutions': ['honchkrow_shadow']}",,,,,,
199,Slowking,slowking,"{'atk': 177, 'def': 180, 'hp': 216}","['water', 'psychic']","['CONFUSION', 'WATER_GUN']","['BLIZZARD', 'FIRE_BLAST', 'PSYCHIC', 'SURF', 'SCALD']",['shadoweligible'],"{'cp500': [7.5, 5, 10, 13], 'cp1500': [22, 4, 13, 13], 'cp2500': [43, 6, 12, 15], 'cp2500l40': [40, 13, 13, 14]}",1557.0,3.0,50000.0,True,"{'id': 'FAMILY_SLOWPOKE', 'parent': 'slowpoke'}",['SURF'],,,,,
199,Slowking (Galarian),slowking_galarian,"{'atk': 190, 'def': 180, 'hp': 216}","['poison', 'psychic']","['HEX', 'CONFUSION', 'ACID']","['FUTURE_SIGHT', 'SHADOW_BALL', 'SLUDGE_WAVE', 'SURF', 'SCALD']",['galarian'],"{'cp500': [7, 6, 15, 8], 'cp1500': [20.5, 5, 11, 15], 'cp2500': [38.5, 4, 14, 12]}",,3.0,50000.0,True,"{'id': 'FAMILY_SLOWPOKE', 'parent': 'slowpoke_galarian'}",['SURF'],2.0,,,,
199,Slowking (Shadow),slowking_shadow,"{'atk': 177, 'def': 180, 'hp': 216}","['water', 'psychic']","['CONFUSION', 'WATER_GUN']","['BLIZZARD', 'FIRE_BLAST', 'PSYCHIC', 'SURF', 'SCALD']",['shadow'],"{'cp500': [7.5, 5, 10, 13], 'cp1500': [22, 4, 13, 13], 'cp2500': [43, 6, 12, 15], 'cp2500l40': [40, 13, 13, 14]}",,3.0,50000.0,True,"{'id': 'FAMILY_SLOWPOKE', 'parent': 'slowpoke_shadow'}",['SURF'],,,,,
200,Misdreavus,misdreavus,"{'atk': 167, 'def': 154, 'hp': 155}","['ghost', 'none']","['ASTONISH', 'HEX', 'PSYWAVE']","['DARK_PULSE', 'OMINOUS_WIND', 'SHADOW_SNEAK']",['shadoweligible'],"{'cp500': [10, 4, 14, 4], 'cp1500': [29.5, 4, 10, 14], 'cp2500': [50, 15, 15, 15]}",1151.0,3.0,50000.0,True,"{'id': 'FAMILY_MISDREAVUS', 'evolutions': ['mismagius']}",,,,,,
